"puesto","NUM","antiguedad","depto.group","sexo","municipio","edo.civil.fit","sueldo","edad.fit","estudios","ingreso","rango.edad","meses.antiguedad","grupo.puesto","nivel.critico","cambios.depto","reingresos","cambios.sueldo","sueldo.min","sueldo.max","aumento","dias.para.aumento","dias.salio.cambio","salio.por.cambio","sueldo.max.fit","sueldo.min.fit","puesto.fit"
"APOMAZAR",11530,264,"AVIO","masculino","LEON",2,1500,41,"Primaria",2016-02-08,5,8,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1500,1500,"APOMAZAR"
"APOMAZAR",9967,1094,"AVIO","masculino","LEON",1,1400,49,"Primaria",2013-10-31,5,36,"CRITICO",0,0,4,3,1050,1400,350,546,NA,NA,1400,1050,"APOMAZAR"
"APOMAZAR",11584,212,"AVIO","masculino","LEON",2,1200,43,"Primaria",2016-03-31,5,7,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1200,1200,"APOMAZAR"
"APOMAZAR",10565,789,"AVIO","masculino","LEON",4,1100,31,"Secundaria",2014-09-01,4,26,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1100,1100,"APOMAZAR"
"APOMAZAR",10112,161,"AVIO","masculino","LEON",4,1300,22,"Primaria",2016-05-21,3,5,"CRITICO",0,0,2,1,1200,1300,100,274,127,0,1300,1200,"APOMAZAR"
"APOMAZAR",8056,177,"AVIO","masculino","LEON",2,1900,50,"Primaria",2016-05-05,5,5,"CRITICO",0,0,3,2,1600,1900,300,909,328,0,1900,1600,"APOMAZAR"
"ARMAR CJA-ETIQUETAR",10318,701,"MONTADO","femenino","LEON",4,1100,22,"Primaria",2014-07-01,3,23,"PRELIMINAR C",5,1,4,3,950,1150,200,399,63,0,1150,950,"ARMAR CJA-ETIQUETAR"
"ARMAR CJA-ETIQUETAR",11652,184,"MONTADO","femenino","LEON",3,1050,21,"Secundaria",2016-04-28,3,6,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1050,1050,"ARMAR CJA-ETIQUETAR"
"ARMAR CJA-ETIQUETAR",11228,418,"MONTADO","femenino","SILAO",1,1100,36,"Ninguno",2015-09-07,4,13,"PRELIMINAR C",5,1,2,0,1100,1100,0,0,NA,NA,1100,1100,"ARMAR CJA-ETIQUETAR"
"ARMAR LOTES",8362,2,"PESPUNTE","femenino","LEON",3,950,23,"Primaria",2012-05-16,3,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,950,950,"ARMAR LOTES"
"ARMAR LOTES",11746,6,"AVIO","femenino","LEON",4,900,18,"Secundaria",2016-05-19,2,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"ARMAR LOTES"
"ARMAR LOTES",8122,794,"AVIO","femenino","LEON",3,850,21,"Secundaria",2012-02-13,3,26,"PRELIMINAR A-B",2,0,2,1,750,850,100,50,708,0,850,750,"ARMAR LOTES"
"ARMAR LOTES",8092,157,"AVIO","masculino","SILAO",4,1000,21,"Secundaria",2015-10-26,3,5,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0,743,0,1000,1000,"ARMAR LOTES"
"ARMAR LOTES",11707,92,"AVIO","femenino","SILAO",3,900,16,"Secundaria",2016-05-16,2,3,"PRELIMINAR A-B",2,0,1,0,900,900,0,0,355,0,900,900,"ARMAR LOTES"
"ARMAR LOTES",11752,77,"AVIO","femenino","SILAO",3,900,18,"Secundaria",2016-05-18,2,2,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"ARMAR LOTES"
"ARMAR LOTES",11641,7,"AVIO","masculino","LEON",3,1000,32,"Secundaria",2016-04-21,4,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"ARMAR LOTES"
"ARMAR LOTES",11567,133,"AVIO","femenino","LEON",3,950,17,"Primaria",2016-03-03,2,4,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,950,950,"ARMAR LOTES"
"ARMAR LOTES",11663,7,"AVIO","femenino","LEON",3,900,16,"Primaria",2016-04-28,2,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"ARMAR LOTES"
"ARMAR LOTES",11265,20,"CORTE","femenino","LEON",3,900,17,"Primaria",2016-01-29,2,0,"PRELIMINAR A-B",2,1,3,1,850,900,50,127,14,1,900,850,"ARMAR LOTES"
"ARREGLAR ZAPATO",8139,52,"MONTADO","femenino","LEON",3,1166,20,"Secundaria",2016-09-07,2,1,"PRELIMINAR A-B",2,4,8,4,850,1166,316,1547,-266,0,1166,850,"ARREGLAR ZAPATO"
"ARREGLAR ZAPATO",11055,495,"MONTADO","femenino","LEON",3,1166,19,"Secundaria",2015-06-22,2,16,"PRELIMINAR A-B",2,0,2,1,1100,1166,66,77,NA,NA,1166,1100,"ARREGLAR ZAPATO"
"ARREGLAR ZAPATO",11389,6,"MONTADO","femenino","LEON",3,1200,18,"Primaria",2016-08-18,2,0,"PRELIMINAR A-B",2,0,3,2,1000,1200,200,246,0,0,1200,1000,"ARREGLAR ZAPATO"
"ARREGLAR ZAPATO",10557,528,"MONTADO","femenino","SILAO",3,950,21,"Secundaria",2014-09-01,3,17,"PRELIMINAR A-B",2,2,3,0,950,950,0,0,260,0,950,950,"ARREGLAR ZAPATO"
"ARREGLAR ZAPATO",11611,7,"MONTADO","masculino","LEON",4,1000,20,"Secundaria",2016-04-14,2,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"ARREGLAR ZAPATO"
"ARREGLAR ZAPATO",10451,547,"MONTADO","femenino","SILAO",3,1000,18,"Secundaria",2014-08-05,2,18,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0,147,0,1000,1000,"ARREGLAR ZAPATO"
"ARREGLAR ZAPATO",10066,359,"MONTADO","masculino","LEON",3,1100,22,"Secundaria",2014-02-05,3,11,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1100,1100,"ARREGLAR ZAPATO"
"ARREGLAR ZAPATO",11740,83,"MONTADO","femenino","LEON",4,1150,32,"Primaria",2016-05-19,4,2,"PRELIMINAR A-B",2,1,3,1,1050,1150,100,13,42,0,1150,1050,"ARREGLAR ZAPATO"
"ARREGLAR ZAPATO",11636,187,"MONTADO","femenino","LEON",4,1100,35,"Secundaria",2016-04-25,4,6,"PRELIMINAR A-B",2,0,2,1,1000,1100,100,21,NA,NA,1100,1000,"ARREGLAR ZAPATO"
"ARREGLAR ZAPATO",8929,69,"MONTADO","femenino","LEON",3,900,33,"Secundaria",2012-11-22,4,2,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"ARREGLAR ZAPATO"
"ARREGLAR ZAPATO",11809,2,"MONTADO","femenino","LEON",1,900,42,"Secundaria",2016-06-06,5,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"ARREGLAR ZAPATO"
"B-PESPUNTADOR",11839,141,"PESPUNTE","masculino","LEON",3,1500,23,"Secundaria",2016-06-10,3,4,"PESPUNTADOR A-B",1,1,3,1,1400,1500,100,83,NA,NA,1500,1400,"B-PESPUNTADOR"
"B-PESPUNTADOR",11638,161,"PESPUNTE","masculino","LEON",3,1100,20,"Secundaria",2016-04-20,2,5,"PESPUNTADOR A-B",1,0,1,0,1100,1100,0,0,63,0,1100,1100,"B-PESPUNTADOR"
"B-PESPUNTADOR",11800,145,"PREPARADO","masculino","LEON",3,1350,20,"Secundaria",2016-06-06,2,4,"PESPUNTADOR A-B",1,0,1,0,1350,1350,0,0,NA,NA,1350,1350,"B-PESPUNTADOR"
"B-PESPUNTADOR",11836,143,"PESPUNTE","femenino","LEON",4,1200,22,"Secundaria",2016-06-08,3,4,"PESPUNTADOR A-B",1,1,3,1,800,1200,400,8,NA,NA,1200,800,"B-PESPUNTADOR"
"B-PESPUNTADOR",12074,54,"PESPUNTE","masculino","LEON",4,1500,21,"Secundaria",2016-09-05,3,1,"PESPUNTADOR A-B",1,0,0,0,0,0,0,0,NA,NA,1500,1500,"B-PESPUNTADOR"
"B-PESPUNTADOR",9790,1150,"PESPUNTE","masculino","LEON",1,1700,43,"Secundaria",2013-09-05,5,38,"PESPUNTADOR A-B",1,6,16,1,1500,1700,200,1044,NA,NA,1700,1500,"B-PESPUNTADOR"
"B-PESPUNTADOR",10711,660,"PESPUNTE","masculino","LEON",1,1700,34,"Ninguno",2015-01-08,4,22,"PESPUNTADOR A-B",1,6,12,1,1000,1700,700,554,NA,NA,1700,1000,"B-PESPUNTADOR"
"B-PESPUNTADOR",10844,586,"PREPARADO","masculino","LEON",3,1600,53,"Ninguno",2015-03-23,6,19,"PESPUNTADOR A-B",1,2,3,0,1600,1600,0,0,NA,NA,1600,1600,"B-PESPUNTADOR"
"B-PESPUNTADOR",11835,144,"PESPUNTE","masculino","LEON",3,1200,17,"Secundaria",2016-06-07,2,4,"PESPUNTADOR A-B",1,1,2,0,1200,1200,0,0,NA,NA,1200,1200,"B-PESPUNTADOR"
"B-PESPUNTADOR",10550,793,"PESPUNTE","masculino","LEON",4,1500,22,"Secundaria",2014-08-28,3,26,"PESPUNTADOR A-B",1,1,2,0,1500,1500,0,0,NA,NA,1500,1500,"B-PESPUNTADOR"
"B-PESPUNTADOR",9496,1248,"PREPARADO","masculino","LEON",1,1500,42,"Primaria",2013-05-30,5,41,"PESPUNTADOR A-B",1,0,1,0,1500,1500,0,0,NA,NA,1500,1500,"B-PESPUNTADOR"
"B-PESPUNTADOR",12054,61,"PESPUNTE","masculino","LEON",1,1700,37,"Primaria",2016-08-29,4,2,"PESPUNTADOR A-B",1,0,0,0,0,0,0,0,NA,NA,1700,1700,"B-PESPUNTADOR"
"B-PESPUNTADOR",9791,1150,"PESPUNTE","masculino","LEON",1,1550,32,"Primaria",2013-09-05,4,38,"PESPUNTADOR A-B",1,4,9,2,1400,1600,200,903,NA,NA,1600,1400,"B-PESPUNTADOR"
"B-PRELIMINAR",9964,94,"PESPUNTE","femenino","LEON",1,1000,33,"Primaria",2016-07-27,4,3,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0,-882,0,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",11141,75,"PREPARADO","masculino","LEON",3,1000,18,"Secundaria",2016-08-15,2,2,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0,-97,0,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",11610,193,"PESPUNTE","femenino","LEON",3,850,16,"Primaria",2016-04-19,2,6,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,850,850,"B-PRELIMINAR"
"B-PRELIMINAR",8989,350,"PESPUNTE","femenino","LEON",3,950,19,"Primaria",2015-10-14,2,11,"PRELIMINAR A-B",2,3,8,1,850,950,100,1015,77,0,950,850,"B-PRELIMINAR"
"B-PRELIMINAR",10875,570,"PESPUNTE","femenino","LEON",3,1000,23,"Secundaria",2015-04-08,3,19,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",12029,78,"PESPUNTE","masculino","LEON",3,1000,18,"Primaria",2016-08-12,2,2,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",11837,143,"PESPUNTE","femenino","LEON",4,950,19,"Secundaria",2016-06-08,2,4,"PRELIMINAR A-B",2,1,5,2,800,1200,400,63,NA,NA,1200,800,"B-PRELIMINAR"
"B-PRELIMINAR",11988,88,"PREPARADO","femenino","LEON",3,1000,21,"Secundaria",2016-08-02,3,2,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",10777,606,"PESPUNTE","femenino","LEON",3,900,23,"Secundaria",2015-03-03,3,20,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11998,88,"PESPUNTE","femenino","LEON",1,1050,40,"Preparatoria",2016-08-02,4,2,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1050,1050,"B-PRELIMINAR"
"B-PRELIMINAR",10843,404,"PESPUNTE","masculino","LEON",3,900,17,"Secundaria",2015-09-21,2,13,"PRELIMINAR A-B",2,2,3,0,900,900,0,0,-166,0,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",10109,114,"AVIO","masculino","LEON",3,1100,18,"Secundaria",2016-07-07,2,3,"PRELIMINAR A-B",2,0,3,2,850,1100,250,847,-139,0,1100,850,"B-PRELIMINAR"
"B-PRELIMINAR",11126,193,"PREPARADO","femenino","SILAO",3,1000,17,"Secundaria",2016-04-19,2,6,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0,-321,0,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",11619,128,"PESPUNTE","femenino","LEON",4,1100,18,"Secundaria",2016-06-23,2,4,"PRELIMINAR A-B",2,0,3,2,900,1100,200,91,-110,0,1100,900,"B-PRELIMINAR"
"B-PRELIMINAR",11731,159,"CORTE","masculino","LEON",3,1200,17,"Secundaria",2016-05-23,2,5,"PRELIMINAR A-B",2,0,2,1,1000,1200,200,28,NA,NA,1200,1000,"B-PRELIMINAR"
"B-PRELIMINAR",9735,191,"PESPUNTE","femenino","LEON",4,1050,19,"Primaria",2016-04-21,2,6,"PRELIMINAR A-B",2,2,4,2,850,1050,200,945,-371,0,1050,850,"B-PRELIMINAR"
"B-PRELIMINAR",11993,93,"PESPUNTE","masculino","LEON",3,900,16,"Secundaria",2016-07-28,2,3,"PRELIMINAR A-B",2,1,3,0,900,900,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11608,193,"PESPUNTE","femenino","LEON",3,950,16,"Primaria",2016-04-19,2,6,"PRELIMINAR A-B",2,0,1,0,950,950,0,0,NA,NA,950,950,"B-PRELIMINAR"
"B-PRELIMINAR",11724,158,"PESPUNTE","femenino","LEON",3,1000,20,"Secundaria",2016-05-24,2,5,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",11997,89,"PESPUNTE","femenino","LEON",1,1000,36,"Secundaria",2016-08-01,4,2,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",10638,726,"PESPUNTE","femenino","LEON",3,1000,41,"Ninguno",2014-11-03,5,24,"PRELIMINAR A-B",2,7,8,0,1000,1000,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",11557,250,"PESPUNTE","femenino","LEON",3,950,19,"Secundaria",2016-02-22,2,8,"PRELIMINAR A-B",2,0,2,1,850,950,100,42,NA,NA,950,850,"B-PRELIMINAR"
"B-PRELIMINAR",11080,124,"PREPARADO","masculino","LEON",3,900,17,"Primaria",2016-06-27,2,4,"PRELIMINAR A-B",2,0,1,0,900,900,0,0,-160,0,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11819,138,"PREPARADO","masculino","LEON",3,900,26,"Primaria",2016-06-13,3,4,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11821,138,"PREPARADO","femenino","LEON",3,900,16,"Primaria",2016-06-13,2,4,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",12087,51,"PREPARADO","femenino","LEON",3,900,16,"Secundaria",2016-09-08,2,1,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11876,123,"PREPARADO","femenino","LEON",3,950,16,"Primaria",2016-06-28,2,4,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,950,950,"B-PRELIMINAR"
"B-PRELIMINAR",8983,1382,"AVIO","masculino","LEON",3,950,20,"Ninguno",2013-01-16,2,46,"PRELIMINAR A-B",2,0,2,1,800,950,150,693,NA,NA,950,800,"B-PRELIMINAR"
"B-PRELIMINAR",11849,131,"PREPARADO","masculino","LEON",3,1000,16,"Primaria",2016-06-20,2,4,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",10465,170,"PESPUNTE","femenino","LEON",3,950,18,"Secundaria",2016-05-12,2,5,"PRELIMINAR A-B",2,1,4,1,900,950,50,393,-250,0,950,900,"B-PRELIMINAR"
"B-PRELIMINAR",10840,585,"PESPUNTE","femenino","LEON",3,900,17,"Secundaria",2015-03-24,2,19,"PRELIMINAR A-B",2,1,2,0,900,900,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11828,138,"PESPUNTE","femenino","LEON",3,900,16,"Secundaria",2016-06-13,2,4,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11763,151,"PREPARADO","femenino","SILAO",3,900,17,"Ninguno",2016-05-31,2,5,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",8961,94,"AVIO","femenino","SILAO",3,1000,19,"Secundaria",2016-07-27,2,3,"PRELIMINAR A-B",2,5,7,2,900,1000,100,847,-370,0,1000,900,"B-PRELIMINAR"
"B-PRELIMINAR",10915,548,"PESPUNTE","femenino","LEON",1,950,25,"Carrera Tecnica",2015-04-30,3,18,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,950,950,"B-PRELIMINAR"
"B-PRELIMINAR",11124,467,"PESPUNTE","femenino","LEON",4,1000,25,"Secundaria",2015-07-20,3,15,"PRELIMINAR A-B",2,2,5,0,1000,1000,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",11918,120,"PESPUNTE","masculino","LEON",1,1700,45,"Secundaria",2016-07-01,5,4,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1700,1700,"B-PRELIMINAR"
"B-PRELIMINAR",11208,424,"PESPUNTE","masculino","LEON",3,1100,25,"Secundaria",2015-09-01,3,14,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1100,1100,"B-PRELIMINAR"
"B-PRELIMINAR",12118,7,"PESPUNTE","masculino","LEON",3,1000,18,"Primaria",2016-09-21,2,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",9817,1137,"PESPUNTE","femenino","LEON",1,950,36,"Secundaria",2013-09-18,4,37,"PRELIMINAR A-B",2,2,5,1,850,950,100,1022,NA,NA,950,850,"B-PRELIMINAR"
"B-PRELIMINAR",12084,51,"PREPARADO","femenino","LEON",3,950,49,"Preparatoria",2016-09-08,5,1,"PRELIMINAR A-B",2,0,1,0,950,950,0,0,NA,NA,950,950,"B-PRELIMINAR"
"B-PRELIMINAR",10759,613,"AVIO","masculino","LEON",3,950,17,"Secundaria",2015-02-24,2,20,"PRELIMINAR A-B",2,0,1,0,950,950,0,0,NA,NA,950,950,"B-PRELIMINAR"
"B-PRELIMINAR",11045,144,"PREPARADO","femenino","LEON",3,900,18,"Secundaria",2016-06-07,2,4,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11238,411,"PESPUNTE","femenino","LEON",3,950,17,"Secundaria",2015-09-14,2,13,"PRELIMINAR A-B",2,1,4,1,850,950,100,335,NA,NA,950,850,"B-PRELIMINAR"
"B-PRELIMINAR",11086,480,"PESPUNTE","femenino","LEON",3,1000,17,"Secundaria",2015-07-07,2,16,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",10911,124,"PESPUNTE","femenino","LEON",3,900,17,"Primaria",2016-06-27,2,4,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",10396,831,"PESPUNTE","femenino","SILAO",3,900,18,"Secundaria",2014-07-21,2,27,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11130,95,"PREPARADO","femenino","SILAO",3,900,16,"Secundaria",2016-07-26,2,3,"PRELIMINAR A-B",2,0,1,0,900,900,0,0,-264,0,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",12036,72,"PREPARADO","femenino","LEON",4,900,19,"Secundaria",2016-08-18,2,2,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",12005,50,"PREPARADO","masculino","LEON",4,900,21,"Secundaria",2016-08-09,3,1,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11000,526,"PESPUNTE","femenino","LEON",3,1000,19,"Secundaria",2015-05-22,2,17,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",11890,124,"PESPUNTE","femenino","LEON",3,950,17,"Primaria",2016-06-27,2,4,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,950,950,"B-PRELIMINAR"
"B-PRELIMINAR",11952,107,"PREPARADO","femenino","LEON",3,900,16,"Primaria",2016-07-14,2,3,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",12117,7,"PESPUNTE","masculino","LEON",3,1000,17,"Secundaria",2016-09-21,2,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",12096,46,"PESPUNTE","femenino","LEON",4,1000,32,"Ninguno",2016-09-13,4,1,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"B-PRELIMINAR"
"B-PRELIMINAR",11886,123,"PESPUNTE","femenino","LEON",1,950,29,"Primaria",2016-06-28,3,4,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,950,950,"B-PRELIMINAR"
"B-PRELIMINAR",11767,156,"PESPUNTE","femenino","SILAO",3,900,18,"Secundaria",2016-05-26,2,5,"PRELIMINAR A-B",2,0,1,0,900,900,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11128,130,"PESPUNTE","femenino","LEON",4,900,17,"Secundaria",2016-06-21,2,4,"PRELIMINAR A-B",2,1,2,0,900,900,0,0,-125,0,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11797,150,"PREPARADO","masculino","LEON",3,900,19,"Secundaria",2016-06-01,2,5,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"B-PRELIMINAR"
"B-PRELIMINAR",11541,257,"AVIO","femenino","LEON",3,950,16,"Secundaria",2016-02-15,2,8,"PRELIMINAR A-B",2,0,1,0,950,950,0,0,NA,NA,950,950,"B-PRELIMINAR"
"B-PRELIMINAR",10302,862,"PESPUNTE","femenino","LEON",2,900,45,"Ninguno",2014-06-20,5,28,"PRELIMINAR A-B",2,1,2,0,900,900,0,0,NA,NA,900,900,"B-PRELIMINAR"
"BROCHUELEAR",11566,44,"MONTADO","masculino","LEON",3,950,24,"Primaria",2016-03-08,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"BROCHUELEAR"
"C-PESPUNTADOR",10439,817,"PESPUNTE","masculino","LEON",3,1050,20,"Secundaria",2014-08-04,2,27,"PESPUNTADOR C",4,4,6,1,900,1050,150,609,NA,NA,1050,900,"C-PESPUNTADOR"
"C-PESPUNTADOR",11249,404,"PREPARADO","masculino","LEON",1,1400,23,"Secundaria",2015-09-21,3,13,"PESPUNTADOR C",4,1,2,0,1400,1400,0,0,NA,NA,1400,1400,"C-PESPUNTADOR"
"C-PESPUNTADOR",11714,157,"PREPARADO","masculino","LEON",4,1300,23,"Secundaria",2016-05-25,3,5,"PESPUNTADOR C",4,0,1,0,1300,1300,0,0,NA,NA,1300,1300,"C-PESPUNTADOR"
"C-PESPUNTADOR",11945,113,"PREPARADO","masculino","LEON",3,1200,26,"Ninguno",2016-07-08,3,3,"PESPUNTADOR C",4,0,1,0,1200,1200,0,0,NA,NA,1200,1200,"C-PESPUNTADOR"
"C-PESPUNTADOR",9951,1097,"PREPARADO","femenino","LEON",3,1100,22,"Secundaria",2013-10-28,3,36,"PESPUNTADOR C",4,5,8,2,110,1100,990,609,NA,NA,1100,110,"C-PESPUNTADOR"
"C-PESPUNTADOR",12018,82,"PESPUNTE","masculino","LEON",3,1200,17,"Secundaria",2016-08-08,2,2,"PESPUNTADOR C",4,0,1,0,1200,1200,0,0,NA,NA,1200,1200,"C-PESPUNTADOR"
"C-PESPUNTADOR",8470,1214,"PESPUNTE","femenino","LEON",3,1150,19,"Secundaria",2013-07-03,2,40,"PESPUNTADOR C",4,6,11,4,453.32,1200,746.68,1149,-1493,0,1200,453.32,"C-PESPUNTADOR"
"C-PESPUNTADOR",11893,128,"PREPARADO","masculino","LEON",3,1200,20,"Preparatoria",2016-06-23,2,4,"PESPUNTADOR C",4,0,1,0,1200,1200,0,0,NA,NA,1200,1200,"C-PESPUNTADOR"
"C-PESPUNTADOR",10338,845,"PREPARADO","masculino","LEON",4,1400,20,"Secundaria",2014-07-07,2,28,"PESPUNTADOR C",4,0,3,2,1300,1400,100,119,NA,NA,1400,1300,"C-PESPUNTADOR"
"C-PESPUNTADOR",10514,808,"PESPUNTE","masculino","LEON",3,1000,18,"Secundaria",2014-08-13,2,26,"PESPUNTADOR C",4,2,4,1,850,1000,150,532,NA,NA,1000,850,"C-PESPUNTADOR"
"C-PRELIMINAR",12045,67,"AVIO","masculino","LEON",3,900,19,"Secundaria",2016-08-23,2,2,"PRELIMINAR C",5,0,1,0,900,900,0,0,NA,NA,900,900,"C-PRELIMINAR"
"C-PRELIMINAR",11529,269,"AVIO","femenino","LEON",3,850,49,"Ninguno",2016-02-03,5,8,"PRELIMINAR C",5,0,1,0,850,850,0,0,NA,NA,850,850,"C-PRELIMINAR"
"C-PRELIMINAR",11029,285,"PESPUNTE","masculino","LEON",3,900,26,"Primaria",2016-01-18,3,9,"PRELIMINAR C",5,1,3,2,850,950,100,78,-68,0,950,850,"C-PRELIMINAR"
"C-PRELIMINAR",11999,93,"PESPUNTE","masculino","LEON",3,850,16,"Secundaria",2016-07-28,2,3,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"C-PRELIMINAR",11987,94,"PREPARADO","femenino","LEON",3,900,18,"Primaria",2016-07-27,2,3,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"C-PRELIMINAR",12056,60,"PESPUNTE","femenino","LEON",3,950,16,"Secundaria",2016-08-30,2,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"C-PRELIMINAR"
"C-PRELIMINAR",11779,121,"AVIO","femenino","LEON",3,900,16,"Primaria",2016-05-30,2,4,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"C-PRELIMINAR",11536,264,"AVIO","femenino","LEON",3,850,16,"Secundaria",2016-02-08,2,8,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"C-PRELIMINAR",12060,65,"AVIO","femenino","LEON",3,900,16,"Primaria",2016-08-25,2,2,"PRELIMINAR C",5,0,1,0,900,900,0,0,NA,NA,900,900,"C-PRELIMINAR"
