"puesto","NUM","antiguedad","depto.group","sexo","municipio","edo.civil.fit","sueldo","edad.fit","estudios","ingreso","rango.edad","meses.antiguedad","grupo.puesto","nivel.critico","cambios.depto","reingresos","cambios.sueldo","sueldo.min","sueldo.max","aumento","dias.para.aumento","dias.salio.cambio","salio.por.cambio","sueldo.max.fit","sueldo.min.fit","puesto.fit"
"PRELIMINAR C",11156,23,"MANUALIDADES","masculino","LEON",3,500,19,"Preparatoria",2015-08-10,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,500,500,"C-PRELIMINAR"
"PRELIMINAR C",9132,100,"AVIO","masculino","SILAO",1,850,45,"Primaria",2013-02-19,5,3,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11158,23,"MANUALIDADES","femenino","LEON",3,500,17,"Secundaria",2015-08-10,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,500,500,"C-PRELIMINAR"
"PRELIMINAR C",9005,24,"AVIO","masculino","LEON",3,800,19,"Secundaria",2013-01-28,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9813,9,"MANUALIDADES","femenino","SILAO",3,453.32,19,"Secundaria",2013-09-23,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",9007,56,"AVIO","masculino","SILAO",3,800,19,"Primaria",2013-01-28,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9139,1072,"MANUALIDADES","femenino","LEON",3,490.7,21,"Primaria",2013-02-26,3,35,"PRELIMINAR C",5,0,2,1,471.03,490.7,19.67,363,385,0,490.7,471.03,"C-PRELIMINAR"
"PRELIMINAR C",10210,2,"MONTADO","femenino","LEON",4,900,23,"Secundaria",2014-04-29,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11035,4,"MONTADO","masculino","LEON",1,950,20,"Ninguno",2015-06-15,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"C-PRELIMINAR"
"PRELIMINAR C",9142,1,"MANUALIDADES","femenino","LEON",3,453.32,21,"Primaria",2013-03-04,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",11448,6,"AVIO","masculino","LEON",4,900,25,"Primaria",2016-01-07,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11450,14,"AVIO","masculino","SILAO",3,900,24,"Primaria",2016-01-07,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11451,26,"AVIO","femenino","LEON",3,900,16,"Secundaria",2016-01-08,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11592,4,"PESPUNTE","femenino","LEON",3,900,17,"Secundaria",2016-04-08,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",8611,38,"MONTADO","masculino","LEON",3,800,22,"Secundaria",2012-08-07,3,1,"PRELIMINAR C",5,0,1,0,800,800,0,0,30,0,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11454,0,"AVIO","femenino","LEON",4,850,38,"Primaria",2016-01-12,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10082,184,"MONTADO","masculino","SILAO",1,950,18,"Secundaria",2014-09-01,2,6,"PRELIMINAR C",5,1,2,0,950,950,0,0,181,0,950,950,"C-PRELIMINAR"
"PRELIMINAR C",11173,20,"MANUALIDADES","masculino","LEON",3,800,17,"Secundaria",2015-08-13,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11874,51,"PREPARADO","masculino","LEON",3,900,16,"Secundaria",2016-06-27,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10224,37,"AVIO","femenino","LEON",3,850,22,"Secundaria",2014-05-07,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10225,8,"AVIO","masculino","LEON",3,850,18,"Secundaria",2014-05-07,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9425,0,"MANUALIDADES","femenino","LEON",3,453.32,22,"Secundaria",2013-05-29,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",11464,112,"PREPARADO","masculino","LEON",3,900,19,"Preparatoria",2016-01-13,2,3,"PRELIMINAR C",5,0,1,0,900,900,0,0,21,0,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11050,3,"PESPUNTE","femenino","LEON",3,850,18,"Secundaria",2015-06-23,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11051,147,"PESPUNTE","masculino","LEON",3,800,17,"Secundaria",2015-06-23,2,4,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9834,10,"MONTADO","masculino","LEON",3,850,22,"Primaria",2013-09-24,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9835,34,"PESPUNTE","femenino","LEON",4,800,25,"Secundaria",2013-09-19,3,1,"PRELIMINAR C",5,0,1,0,800,800,0,0,7,1,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11183,129,"MANUALIDADES","femenino","SILAO",3,800,18,"Primaria",2015-08-17,2,4,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11182,0,"MANUALIDADES","masculino","SILAO",3,800,18,"Secundaria",2015-08-17,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9035,14,"PESPUNTE","femenino","LEON",4,850,23,"Primaria",2013-02-07,3,0,"PRELIMINAR C",5,0,1,0,850,850,0,0,8,1,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10641,20,"MONTADO","masculino","LEON",3,900,19,"Secundaria",2014-10-30,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10368,3,"PESPUNTE","femenino","LEON",3,850,20,"Primaria",2014-07-09,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11059,29,"CORTE","femenino","SILAO",3,900,21,"Secundaria",2015-06-25,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10239,1,"AVIO","masculino","LEON",3,850,20,"Secundaria",2014-05-14,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10500,151,"PESPUNTE","femenino","SILAO",3,900,19,"Secundaria",2014-08-18,2,5,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",9168,182,"MANUALIDADES","femenino","LEON",3,453.32,25,"Primaria",2013-03-08,3,6,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",9170,1045,"MANUALIDADES","femenino","LEON",1,490.7,27,"Secundaria",2013-06-04,3,34,"PRELIMINAR C",5,1,4,3,453.32,800,346.68,643,456,0,800,453.32,"C-PRELIMINAR"
"PRELIMINAR C",9046,17,"MANUALIDADES","femenino","LEON",4,453.32,21,"Ninguno",2013-02-11,3,0,"PRELIMINAR C",5,1,2,0,453.32,453.32,0,0,1,1,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",9047,17,"MANUALIDADES","femenino","LEON",1,453.32,29,"Secundaria",2013-02-11,3,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0,1,1,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",9173,43,"PESPUNTE","femenino","LEON",4,850,28,"Ninguno",2013-03-12,3,1,"PRELIMINAR C",5,0,1,0,850,850,0,0,7,1,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11482,3,"AVIO","masculino","LEON",3,850,17,"Secundaria",2016-01-18,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9176,158,"PESPUNTE","femenino","LEON",3,800,20,"Ninguno",2013-03-11,2,5,"PRELIMINAR C",5,0,1,0,800,800,0,0,127,0,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8643,10,"PESPUNTE","femenino","SILAO",3,800,21,"Secundaria",2012-08-14,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",10250,11,"AVIO","masculino","LEON",4,850,20,"Primaria",2014-05-26,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8645,2,"PESPUNTE","masculino","LEON",3,800,20,"Primaria",2012-08-14,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8783,29,"PREPARADO","femenino","LEON",3,800,20,"Ninguno",2012-09-11,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11073,88,"PESPUNTE","masculino","LEON",3,850,17,"Secundaria",2015-06-29,2,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11489,3,"AVIO","masculino","LEON",3,850,16,"Secundaria",2016-01-18,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8649,2,"PREPARADO","femenino","LEON",3,800,23,"Secundaria",2012-08-11,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8650,295,"MONTADO","femenino","SILAO",3,850,21,"Secundaria",2013-01-15,3,9,"PRELIMINAR C",5,0,1,0,850,850,0,0,294,0,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11075,32,"PESPUNTE","masculino","LEON",3,850,17,"Secundaria",2015-06-29,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8652,2,"PREPARADO","masculino","SILAO",3,850,21,"Secundaria",2014-08-06,3,0,"PRELIMINAR C",5,1,2,0,850,850,0,0,-6,0,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9061,77,"MONTADO","femenino","LEON",3,800,21,"Primaria",2013-02-06,3,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9062,308,"MONTADO","femenino","LEON",1,850,26,"Secundaria",2013-02-12,3,10,"PRELIMINAR C",5,2,3,0,850,850,0,0,139,0,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10264,98,"PREPARADO","femenino","LEON",3,900,25,"Secundaria",2015-05-07,3,3,"PRELIMINAR C",5,0,1,0,900,900,0,0,371,0,900,900,"C-PRELIMINAR"
"PRELIMINAR C",8799,34,"PESPUNTE","masculino","LEON",3,850,20,"Secundaria",2012-09-18,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11083,18,"PESPUNTE","femenino","LEON",3,900,37,"Ninguno",2015-07-02,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",9192,9,"PREPARADO","femenino","LEON",4,453.32,37,"Primaria",2013-03-12,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",11085,15,"PESPUNTE","masculino","LEON",3,900,17,"Secundaria",2015-07-02,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",9068,10,"PESPUNTE","femenino","LEON",3,453.32,20,"Secundaria",2013-02-18,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",10397,11,"PESPUNTE","femenino","LEON",3,900,18,"Primaria",2014-07-21,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",9070,14,"MANUALIDADES","femenino","LEON",4,453.32,24,"Primaria",2013-05-16,3,0,"PRELIMINAR C",5,1,2,0,453.32,453.32,0,0,92,0,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",10399,58,"MONTADO","femenino","SILAO",3,950,17,"Secundaria",2015-08-05,2,1,"PRELIMINAR C",5,0,1,0,950,950,0,0,51,0,950,950,"C-PRELIMINAR"
"PRELIMINAR C",10133,44,"AVIO","masculino","LEON",3,850,22,"Primaria",2014-02-26,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11093,52,"MONTADO","masculino","LEON",3,950,20,"Secundaria",2015-07-06,2,1,"PRELIMINAR C",5,0,1,0,950,950,0,0,29,0,950,950,"C-PRELIMINAR"
"PRELIMINAR C",11094,1,"MONTADO","masculino","LEON",3,950,18,"Secundaria",2015-07-06,2,0,"PRELIMINAR C",5,0,1,0,950,950,0,0,-2,0,950,950,"C-PRELIMINAR"
"PRELIMINAR C",11095,56,"MONTADO","masculino","LEON",3,950,17,"Primaria",2015-07-02,2,1,"PRELIMINAR C",5,0,1,0,950,950,0,0,29,0,950,950,"C-PRELIMINAR"
"PRELIMINAR C",8811,17,"MONTADO","femenino","LEON",5,800,40,"Ninguno",2012-09-17,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",10007,0,"PESPUNTE","masculino","LEON",3,800,19,"Secundaria",2013-11-19,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9879,2,"PESPUNTE","femenino","LEON",3,850,34,"Primaria",2013-10-08,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8674,3,"CORTE","masculino","SILAO",3,800,25,"Preparatoria",2012-08-21,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8675,3,"CORTE","masculino","SILAO",3,800,24,"Preparatoria",2012-08-21,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11380,14,"AVIO","masculino","LEON",3,850,17,"Secundaria",2015-11-23,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11235,2,"PREPARADO","femenino","LEON",3,850,20,"Secundaria",2015-09-14,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9084,2,"MONTADO","femenino","LEON",3,850,22,"Primaria",2013-02-18,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10289,224,"MONTADO","femenino","LEON",3,900,22,"Secundaria",2014-06-16,3,7,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",9215,48,"MONTADO","masculino","LEON",3,900,19,"Secundaria",2013-06-06,2,1,"PRELIMINAR C",5,0,1,0,900,900,0,0,42,0,900,900,"C-PRELIMINAR"
"PRELIMINAR C",9216,41,"PREPARADO","femenino","LEON",3,850,22,"Primaria",2013-03-14,3,1,"PRELIMINAR C",5,0,1,0,850,850,0,0,13,1,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11240,9,"MONTADO","masculino","LEON",3,900,18,"Secundaria",2015-09-09,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",8826,30,"PESPUNTE","femenino","LEON",3,800,25,"Ninguno",2013-08-07,3,1,"PRELIMINAR C",5,0,1,0,800,800,0,0,23,0,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8827,2,"PESPUNTE","masculino","LEON",3,850,20,"Secundaria",2012-09-24,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11243,118,"MONTADO","masculino","SILAO",3,900,17,"Secundaria",2015-09-10,2,3,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",9892,9,"PESPUNTE","femenino","LEON",1,850,28,"Ninguno",2013-10-14,3,0,"PRELIMINAR C",5,0,1,0,850,850,0,0,0,0,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10296,80,"MANUALIDADES","masculino","LEON",3,850,19,"Secundaria",2014-06-17,2,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10423,39,"PESPUNTE","femenino","SILAO",3,850,18,"Ninguno",2014-07-28,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9095,7,"PESPUNTE","masculino","LEON",3,453.32,24,"Secundaria",2013-02-20,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",9896,9,"PESPUNTE","femenino","LEON",3,850,20,"Primaria",2013-10-14,2,0,"PRELIMINAR C",5,0,1,0,850,850,0,0,6,1,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8835,50,"MONTADO","masculino","LEON",3,800,34,"Ninguno",2012-09-25,4,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9098,0,"MANUALIDADES","femenino","LEON",3,453.32,22,"Secundaria",2013-02-26,3,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0,-30,0,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",9099,2,"MANUALIDADES","femenino","LEON",3,453.32,21,"Primaria",2013-02-26,3,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0,1,1,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",8696,2,"PREPARADO","masculino","LEON",3,800,21,"Secundaria",2012-08-15,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8697,113,"PREPARADO","femenino","LEON",3,800,21,"Primaria",2012-08-21,3,3,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9102,8,"MANUALIDADES","femenino","LEON",3,453.32,21,"Primaria",2013-02-26,3,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0,7,1,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",9103,23,"MONTADO","femenino","LEON",4,850,20,"Secundaria",2013-04-01,2,0,"PRELIMINAR C",5,1,2,1,453.32,850,396.68,35,21,0,850,453.32,"C-PRELIMINAR"
"PRELIMINAR C",9104,97,"MANUALIDADES","masculino","LEON",3,453.32,25,"Secundaria",2013-02-22,3,3,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0,92,0,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",11686,60,"MONTADO","masculino","LEON",3,900,17,"Secundaria",2016-05-09,2,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10860,115,"AVIO","masculino","SILAO",3,850,17,"Primaria",2015-04-07,2,3,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9505,50,"MONTADO","femenino","LEON",3,850,25,"Secundaria",2013-06-04,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9107,49,"MONTADO","femenino","LEON",3,850,21,"Secundaria",2013-02-20,3,1,"PRELIMINAR C",5,1,3,1,453.32,850,396.68,43,-1,0,850,453.32,"C-PRELIMINAR"
"PRELIMINAR C",9109,68,"MANUALIDADES","femenino","LEON",4,453.32,26,"Secundaria",2013-02-22,3,2,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0,63,0,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",10314,10,"MONTADO","masculino","LEON",3,900,28,"Secundaria",2014-07-01,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11545,1,"AVIO","masculino","LEON",3,850,16,"Primaria",2016-02-16,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8708,3,"MONTADO","masculino","LEON",3,800,25,"Secundaria",2012-08-21,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8714,0,"PESPUNTE","femenino","LEON",3,800,22,"Ninguno",2012-08-27,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8715,1,"PESPUNTE","femenino","LEON",3,800,19,"Ninguno",2012-08-27,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9916,16,"PESPUNTE","femenino","LEON",3,850,21,"Primaria",2013-10-14,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8717,72,"PESPUNTE","femenino","LEON",3,800,26,"Secundaria",2012-08-27,3,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11980,16,"PESPUNTE","masculino","LEON",3,900,17,"Secundaria",2016-07-25,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10180,181,"AVIO","masculino","SILAO",3,850,19,"Secundaria",2014-03-13,2,6,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9920,24,"PESPUNTE","femenino","LEON",3,453.32,20,"Primaria",2013-10-15,2,0,"PRELIMINAR C",5,0,2,1,453.32,850,396.68,14,2,1,850,453.32,"C-PRELIMINAR"
"PRELIMINAR C",10052,203,"AVIO","femenino","LEON",4,850,24,"Primaria",2014-01-31,3,6,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11145,3,"MONTADO","femenino","SILAO",3,900,17,"Secundaria",2015-08-04,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11146,16,"MONTADO","masculino","LEON",1,900,21,"Primaria",2015-08-04,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",8863,11,"PREPARADO","femenino","LEON",3,800,20,"Ninguno",2012-10-08,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",10737,1,"PESPUNTE","femenino","LEON",3,900,41,"Primaria",2015-01-15,5,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10329,66,"PREPARADO","masculino","SILAO",4,1000,21,"Primaria",2015-03-24,3,2,"PRELIMINAR C",5,1,3,1,850,1000,150,253,64,0,1000,850,"C-PRELIMINAR"
"PRELIMINAR C",11290,1,"MONTADO","masculino","LEON",3,800,17,"Primaria",2015-10-01,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",10331,3,"PESPUNTE","femenino","LEON",3,850,19,"Primaria",2014-07-01,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11153,47,"MANUALIDADES","masculino","LEON",3,900,19,"Ninguno",2015-08-06,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10335,39,"PREPARADO","masculino","SILAO",3,850,19,"Preparatoria",2014-06-30,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11155,23,"MANUALIDADES","femenino","LEON",3,500,28,"Preparatoria",2015-08-10,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,500,500,"C-PRELIMINAR"
"PRELIMINAR C",11296,86,"MONTADO","masculino","LEON",3,900,17,"Secundaria",2015-10-12,2,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",9002,2,"MONTADO","femenino","LEON",3,850,20,"Secundaria",2013-01-29,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11851,21,"AVIO","femenino","LEON",3,900,22,"Primaria",2016-06-15,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",9136,9,"PESPUNTE","masculino","LEON",3,900,19,"Primaria",2013-02-25,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",9137,23,"MANUALIDADES","femenino","LEON",3,453.32,19,"Secundaria",2013-02-20,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",11160,3,"MANUALIDADES","masculino","LEON",3,900,20,"Preparatoria",2015-08-11,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11723,22,"PESPUNTE","masculino","LEON",3,900,18,"Secundaria",2016-05-19,2,0,"PRELIMINAR C",5,0,1,0,900,900,0,0,15,1,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11162,2,"MONTADO","femenino","SILAO",3,900,20,"Secundaria",2015-08-05,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
